species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
pseudomonas akapageensis,2609961,Pseudomonas akapageensis,0,1,pcuac_only,NA,WP_166360300.1,1
psychromonas sp. sa13a,2686346,Psychromonas sp. SA13A,0,1,pcuac_only,NA,WP_166372512.1,0
rhodobacter calidifons,2715277,Rhodobacter calidifons,0,1,pcuac_only,NA,WP_166404507.1,1
cochlodiniinecator piscidefendens,2715756,Cochlodiniinecator piscidefendens,0,1,pcuac_only,NA,WP_166417579.1,1
rubellimicrobium sp. cfh 75288,2697034,Rubellimicrobium sp. CFH 75288,0,1,pcuac_only,NA,WP_166581581.1,0
pseudomonas sp. slfw,2683259,Pseudomonas sp. SLFW,0,1,pcuac_only,NA,WP_166595956.1,0
pseudomonas serbica,2965074,Pseudomonas serbica,0,1,pcuac_only,NA,WP_166619456.1,1
xanthomonas euroxanthea,2259622,Xanthomonas euroxanthea,0,1,pcuac_only,NA,WP_166766776.1,1
iodobacter violaceini,3044271,Iodobacter violaceini,0,1,pcuac_only,NA,WP_166825894.1,1
aquabacterium sp. a08,2718532,Aquabacterium sp. A08,0,1,pcuac_only,NA,WP_166832288.1,0
rheinheimera pleomorphica,2703963,Rheinheimera pleomorphica,0,1,pcuac_only,NA,WP_166837087.1,1
pseudoteredinibacter isoporae,570281,Pseudoteredinibacter isoporae,0,1,pcuac_only,NA,WP_166853222.1,1
telluria antibiotica,2717319,Telluria antibiotica,0,1,pcuac_only,NA,WP_166863321.1,1
pantoea sp. cy-639,2608360,Pantoea sp. Cy-639,0,1,pcuac_only,NA,WP_166889200.1,0
pseudomaricurvus alkylphenolicus,1306991,Pseudomaricurvus alkylphenolicus,0,1,pcuac_only,NA,WP_166988275.1,1
comamonas sp. tr-654,2608341,Comamonas sp. Tr-654,0,1,pcuac_only,NA,WP_167010958.1,0
pantoea sp. ap-967,2608362,Pantoea sp. Ap-967,0,1,pcuac_only,NA,WP_167056219.1,0
xanthomonas rydalmerensis,2587154;3046274;338,Xanthomonas;Xanthomonas sp. F4;Xanthomonas rydalmerensis,0,1,pcuac_only,NA,WP_167087352.1,1
sphingomonas oligoaromativorans,575322,Sphingomonas oligoaromativorans,0,1,pcuac_only,NA,WP_167100841.1,1
billgrantia bachuensis,2717286,Billgrantia bachuensis,0,1,pcuac_only,NA,WP_167116665.1,1
pseudomonas sp. otu750018,2709708,Pseudomonas sp. OTU750018,0,1,pcuac_only,NA,WP_167147516.1,0
oleiagrimonas sp. c23aa,2719047,Oleiagrimonas sp. C23AA,0,1,pcuac_only,NA,WP_167173778.1,0
micromonospora sp. cnz280,2586994,Micromonospora sp. CNZ280,0,1,pcuac_only,NA,WP_167184388.1,0
pelagibius litoralis,374515,Pelagibius litoralis,0,1,pcuac_only,NA,WP_167226553.1,1
pantoea sp. tr-811,2608361,Pantoea sp. Tr-811,0,1,pcuac_only,NA,WP_167275046.1,0
salipiger sp. hf18,2721557,Salipiger sp. HF18,0,1,pcuac_only,NA,WP_167452800.1,0
celeribacter sp. hf31,2721558,Celeribacter sp. HF31,0,1,pcuac_only,NA,WP_167599786.1,0
paracoccus sp. ak26,2589076,Paracoccus sp. AK26,0,1,pcuac_only,NA,WP_167623763.1,0
marivivens donghaensis,1699413,Marivivens donghaensis,0,1,pcuac_only,NA,WP_249945885.1,1
thalassospira sp. hf15,2722755,Thalassospira sp. HF15,0,1,pcuac_only,NA,WP_167725033.1,0
vitreimonas flagellata,2560861,Vitreimonas flagellata,0,1,pcuac_only,NA,WP_167755716.1,1
sphingopyxis italica,1129133,Sphingopyxis italica,0,1,pcuac_only,NA,WP_167922213.1,1
falsiroseomonas frigidaquae,487318,Falsiroseomonas frigidaquae,0,1,pcuac_only,NA,WP_168046521.1,1
glaciimonas immobilis,728004,Glaciimonas immobilis,0,1,pcuac_only,NA,WP_168056063.1,1
sphingomonas kaistensis,298708,Sphingomonas kaistensis,0,1,pcuac_only,NA,WP_168070127.1,1
pseudoruegeria sp. sk021,1933035,Pseudoruegeria sp. SK021,0,1,pcuac_only,NA,WP_168183974.1,0
rhizobium binae,1138190,Rhizobium binae,0,1,pcuac_only,NA,WP_168297055.1,1
rhizobium sophorae,1535242,Rhizobium sophorae,0,1,pcuac_only,NA,WP_168311380.1,1
rhizobium changzhiense,2692317,Rhizobium changzhiense,0,1,pcuac_only,NA,WP_240603215.1,1
pseudomonas sp. sst3,2267882,Pseudomonas sp. SST3,0,1,pcuac_only,NA,WP_168424431.1,0
xanthobacter sp. dmc12,3458761,Xanthobacter sp. DMC12,0,1,pcuac_only,NA,WP_168457817.1,0
agrobacterium sp. a22-2,2283840,Agrobacterium sp. a22-2,0,1,pcuac_only,NA,WP_168474287.1,0
shimia sp. mit1388,3096992,Shimia sp. MIT1388,0,1,pcuac_only,NA,WP_168591378.1,0
oleiagrimonas citrea,1665687,Oleiagrimonas citrea,0,1,pcuac_only,NA,WP_168608360.1,1
roseicyclus persicicus,2650661,Roseicyclus persicicus,0,1,pcuac_only,NA,WP_168621784.1,1
marichromatium bheemlicum,365339,Marichromatium bheemlicum,0,1,pcuac_only,NA,WP_168667774.1,1
ningiella ruwaisensis,2364274,Ningiella ruwaisensis,0,1,pcuac_only,NA,WP_168711072.1,1
lampropedia aestuarii,2562762,Lampropedia aestuarii,0,1,pcuac_only,NA,WP_168797292.1,1
rhizobium sp. p38bs-xix,2726740,Rhizobium sp. P38BS-XIX,0,1,pcuac_only,NA,WP_168812721.1,0
rhizobium sp. p32rr-xviii,2726738,Rhizobium sp. P32RR-XVIII,0,1,pcuac_only,NA,WP_168831190.1,0
vibrio agarilyticus,2726741,Vibrio agarilyticus,0,1,pcuac_only,NA,WP_168834941.1,1
sphingomonas sp. s2m10,2705010,Sphingomonas sp. S2M10,0,1,pcuac_only,NA,WP_168845221.1,0
novosphingobium sp. ern07,2726187,Novosphingobium sp. ERN07,0,1,pcuac_only,NA,WP_168854548.1,0
leeia aquatica,2725557,Leeia aquatica,0,1,pcuac_only,NA,WP_168878301.1,1
candidatus accumulibacter,2211374;2211374;327159;327160;2823332;327160,Candidatus Accumulibacter meliphilus,0,1,pcuac_only,NA,WP_291998516.1,1
comamonas suwonensis,2606214,Comamonas suwonensis,0,1,pcuac_only,NA,WP_169107871.1,1
aromatoleum anaerobium,182180,Aromatoleum anaerobium,0,1,pcuac_only,NA,WP_169119314.1,1
thalassotalea sp. y01,2729613,Thalassotalea sp. Y01,0,1,pcuac_only,NA,WP_169130691.1,0
aromatoleum evansii,59406,Aromatoleum evansii,0,1,pcuac_only,NA,WP_169131192.1,1
aromatoleum toluolicum,90060,Aromatoleum toluolicum,0,1,pcuac_only,NA,WP_169139410.1,1
zoogloea dura,2728840,Zoogloea dura,0,1,pcuac_only,NA,WP_169147361.1,1
aromatoleum bremense,76115,Aromatoleum bremense,0,1,pcuac_only,NA,WP_169202564.1,1
aromatoleum petrolei,76116,Aromatoleum petrolei,0,1,pcuac_only,NA,WP_169205071.1,1
alteromonas ponticola,2720613,Alteromonas ponticola,0,1,pcuac_only,NA,WP_169210673.1,1
candidatus competibacter,221280,Candidatus Competibacter phosphatis,0,1,pcuac_only,NA,WP_169247368.1,1
aromatoleum toluvorans,92002,Aromatoleum toluvorans,0,1,pcuac_only,NA,WP_169254699.1,1
aromatoleum diolicum,75796,Aromatoleum diolicum,0,1,pcuac_only,NA,WP_169260688.1,1
achromobacter sp. bel,2727415,Achromobacter sp. Bel,0,1,pcuac_only,NA,WP_169272582.1,0
woodsholea maritima,1123503;240237,Woodsholea maritima;Woodsholea maritima DSM 17123,0,1,pcuac_only,NA,WP_169336702.1,1
pseudomonas sp. adak22,2730851;3467181,Pseudomonas sp. ADAK22;Pseudomonas sp. LF135,0,1,pcuac_only,NA,WP_169366449.1,0
pseudomonas azadiae,2725411;2843612;286,Pseudomonas;Pseudomonas sp. SWRI 103;Pseudomonas azadiae,0,1,pcuac_only,NA,WP_169377322.1,1
marinobacter orientalis,1928859,Marinobacter orientalis,0,1,pcuac_only,NA,WP_169450012.1,1
massilia polaris,2728846,Massilia polaris,0,1,pcuac_only,NA,WP_169466000.1,1
sneathiella aquimaris,2599305,Sneathiella aquimaris,0,1,pcuac_only,NA,WP_169546262.1,1
sneathiella limimaris,1964213,Sneathiella limimaris,0,1,pcuac_only,NA,WP_169566070.1,1
rhizobium terricola,2728849,Rhizobium terricola,0,1,pcuac_only,NA,WP_169588271.1,1
micromonospora sp. hnm0581,2716341,Micromonospora sp. HNM0581,0,1,pcuac_only,NA,WP_169598617.1,0
pacificispira spongiicola,2729598,Pacificispira spongiicola,0,1,pcuac_only,NA,WP_169623816.1,1
rhizobium sp. 57mftsu3.2,1048681,Rhizobium sp. 57MFTsu3.2,0,1,pcuac_only,NA,WP_169683595.1,0
pseudidiomarina aestuarii,624146,Pseudidiomarina aestuarii,0,1,pcuac_only,NA,WP_169931630.1,1
campylobacter sp. rm15925,1705724,Campylobacter sp. RM15925,0,1,pcuac_only,NA,WP_169940669.1,0
halomonas sp. pge1,2730360,Halomonas sp. PGE1,0,1,pcuac_only,NA,WP_169959028.1,0
unclassified campylobacter,1705726;1705727;1705728;2593542;2593542;2993734;2994322;2994323,unclassified Campylobacter;Campylobacter sp. MIT 21-1682;Campylobacter sp. MIT 21-1684;Campylobacter sp. MIT 21-1685,0,1,pcuac_only,NA,WP_169974460.1,1
starkeya sp. ornl1,2709380,Starkeya sp. ORNL1,0,1,pcuac_only,NA,WP_170017502.1,0
uliginosibacterium aquaticum,2731212,Uliginosibacterium aquaticum,0,1,pcuac_only,NA,WP_170020783.1,1
pseudomonas anuradhapurensis,2729423;286;485870;2800477;286;485870,Pseudomonas;Pseudomonas anuradhapurensis;Pseudomonas sp. LAM2023,0,1,pcuac_only,NA,WP_170029273.1,1
pseudomonas sp. ws 5532,2717495,Pseudomonas sp. WS 5532,0,1,pcuac_only,NA,WP_170040340.1,0
pseudomonas sp. ws 5059,2717491,Pseudomonas sp. WS 5059,0,1,pcuac_only,NA,WP_170041036.1,0
pseudomonas sp. ws 5071,2717479,Pseudomonas sp. WS 5071,0,1,pcuac_only,NA,WP_170046005.1,0
pseudomonas sp. ws 5011,2717477,Pseudomonas sp. WS 5011,0,1,pcuac_only,NA,WP_170049134.1,0
litorimonas taeanensis,568099,Litorimonas taeanensis,0,1,pcuac_only,NA,WP_170144976.1,1
ruegeria arenilitoris,1173585;1173585;3437604;3437606;3437607;3437608;3437609;3437610;97050;1173585;3437634;97050,Ruegeria arenilitoris,0,1,pcuac_only,NA,WP_170326825.1,1
ruegeria sp. ab10,3437415,Ruegeria sp. AB10,0,1,pcuac_only,NA,WP_170445181.1,0
ruegeria sp. cj6,3437678,Ruegeria sp. CJ6,0,1,pcuac_only,NA,WP_170508625.1,0
ruegeria sp. bg11,3437594,Ruegeria sp. BG11,0,1,pcuac_only,NA,WP_170660000.1,0
ruegeria sp. bg6,3437600,Ruegeria sp. BG6,0,1,pcuac_only,NA,WP_170680863.1,0
ruegeria sp. c8,3437632,Ruegeria sp. C8,0,1,pcuac_only,NA,WP_170766085.1,0
ruegeria sp. g2,3437716,Ruegeria sp. G2,0,1,pcuac_only,NA,WP_170779440.1,0
halomonas daqiaonensis,650850,Halomonas daqiaonensis,0,1,pcuac_only,NA,WP_170840091.1,1
mesorhizobium denitrificans,2294114;2294114;2562308;68287,Mesorhizobium denitrificans,0,1,pcuac_only,NA,WP_245415999.1,1
marinobacter panjinensis,2576384,Marinobacter panjinensis,0,1,pcuac_only,NA,WP_170979090.1,1
sphingomonas sp. 3p27f8,2502213,Sphingomonas sp. 3P27F8,0,1,pcuac_only,NA,WP_171007524.1,0
telluria aromaticivorans,2725995,Telluria aromaticivorans,0,1,pcuac_only,NA,WP_171079894.1,1
ruegeria sp. hkccd7255,2683004,Ruegeria sp. HKCCD7255,0,1,pcuac_only,NA,WP_171100256.1,0
ruegeria sp. hkccd8929,2683006,Ruegeria sp. HKCCD8929,0,1,pcuac_only,NA,WP_171179829.1,0
ruegeria sp. hkccc2117,2682992,Ruegeria sp. HKCCC2117,0,1,pcuac_only,NA,WP_171186770.1,0
ruegeria sp. hkcca4008,2682999,Ruegeria sp. HKCCA4008,0,1,pcuac_only,NA,WP_171229646.1,0
ruegeria sp. hkcca6837,2682989,Ruegeria sp. HKCCA6837,0,1,pcuac_only,NA,WP_171235248.1,0
alteromonas sp. 07-89-2,2607609,Alteromonas sp. 07-89-2,0,1,pcuac_only,NA,WP_171338070.1,0
klebsiella pneumoniae,573,Klebsiella pneumoniae,0,1,pcuac_only,NA,WP_171489087.1,1
unclassified roseobacter,196798;2690493;2690494;2690495;2690496;2690497;2690498;2690499;2690500;2690501;2690502;2690503;2690504;2690505;2690506;2690507;2690508;2690509;2690510;2690511;2690512;2690513;2690514;2690515;2690516;2690517;2690518;2690519;2690520;2690521;2690522;2690523;2690524;2690525;2690526;2690527;2690528;2690529;2690530;2690531;2690532;2690533;2690534;2690535;2690536;2690537;2690538;2690539;2690540;2690541;2690542;2690543;2690544;2690545;2690546;2690547;2690548;2690549;2690550;2690551;2690552;2690553;2690554;2690555;2690556;2690557;2690558;2690559;2690560;2690561;2690562;2690563;2690564;2690565;2690566;2690567;2690568;2690569;2690570;2690571;2690572;2690573;2690574;2690575;2690576;2690577;2690578;2690579;2690580;2690581;2690582;2690583;2690584;2690585;2690586;2690587;2690588;2690589;2690590;2690591;2690592;2690593;2690594;2690595;2690596;2690597;2690598;2690599;2690600;2690601;2690602;2690603;2690604;2690605;2690606;2690607;2690608;2690609;2690610;2690611;2690612;2690613;2690614;2690615;2690616;2690617;2690618;2690619;2690620;2690621;2690622;2690623;2690624;2690625;2690626;2690627;2690628;2690629;2690630;2690631;2690632;2690633;2690634;2690635;2690636;2690637;2690638;2690639;2690640;2690641;2690642;2690643;2690644;2690645;2690646;2690647;2690648;2690649;2690650;2690651;2690652;2690653;2690654;2690655;2690656;2690657;2690658;2690659;2690660;2690661;2690662;2690663;2690664;2690665;2690666;2690667;2690668;2690669;2690670;2690671;2690672;2690673;2690674;2690675;2690676;2690677;2690678;2690679;2690680;2690681;2690682;2690683;2690684;2690685;2690686;2690687;2690688;2690689;2690690;2690691;2690692;2690693;2690694;2690695;2690696;2690697;2690698;2690699;2690700;2690701;2690702;2690703;2690704;2690705;2690706;196798;3120337;3120338;3120339;196798;3120340;3120341,unclassified Roseobacter;Roseobacter sp. HKCC-CH-9324;Roseobacter sp. HKCC-CH-9351,0,1,pcuac_only,NA,WP_340254432.1,1
